artist,track,album,played_at,date,month,weekday,hour,track_genre
ПОШЛАЯ МОЛЛИ,ТМСТС,8 Способов как бросить...,2025-08-16 11:45:00,2025-08-16,8,Saturday,11,govno
ssshhhiiittt!,Танцы,Последнее лето (часть 2),2025-08-16 11:42:00,2025-08-16,8,Saturday,11,post-punk
ssshhhiiittt!,Вишенка,ЗЛО,2025-08-15 22:48:00,2025-08-15,8,Friday,22,post-punk
Платина,Гоблин - Bonus,Платина,2025-08-15 15:09:00,2025-08-15,8,Friday,15,trap
Gunna,cfwm,The Last Wun,2025-08-15 15:06:00,2025-08-15,8,Friday,15,rap
Платина,Гоблин - Bonus,Платина,2025-08-15 15:06:00,2025-08-15,8,Friday,15,trap
Gunna,made for this shit,The Last Wun,2025-08-15 14:11:00,2025-08-15,8,Friday,14,rap
Gunna,rare occasion,The Last Wun,2025-08-15 14:08:00,2025-08-15,8,Friday,14,rap
Gunna,On Me,The Last Wun,2025-08-15 14:05:00,2025-08-15,8,Friday,14,rap
Gunna,fuck witcha boy,The Last Wun,2025-08-15 14:02:00,2025-08-15,8,Friday,14,rap
Gunna,satisfaction (feat. Asake),The Last Wun,2025-08-15 11:54:00,2025-08-15,8,Friday,11,rap
Gunna,club house,The Last Wun,2025-08-15 11:51:00,2025-08-15,8,Friday,11,rap
Gunna,podcast,The Last Wun,2025-08-15 11:48:00,2025-08-15,8,Friday,11,rap
Gunna,i can't feel my face (feat. Nechie),The Last Wun,2025-08-15 11:45:00,2025-08-15,8,Friday,11,rap
Gunna,Endless,The Last Wun,2025-08-15 11:16:00,2025-08-15,8,Friday,11,rap
Gunna,Again,The Last Wun,2025-08-15 11:13:00,2025-08-15,8,Friday,11,rap
Gunna,forever be mine (feat. Wizkid),The Last Wun,2025-08-15 11:10:00,2025-08-15,8,Friday,11,rap
Gunna,wgft (feat. Burna Boy),The Last Wun,2025-08-15 11:07:00,2025-08-15,8,Friday,11,rap
Gunna,prototype,The Last Wun,2025-08-15 11:04:00,2025-08-15,8,Friday,11,rap
Gunna,biting my game,The Last Wun,2025-08-15 10:56:00,2025-08-15,8,Friday,10,rap
Платина,Завидуют - Версия 2,Платина,2025-08-15 10:54:00,2025-08-15,8,Friday,10,trap
Gunna,at my purest (feat. Offset),The Last Wun,2025-08-15 10:52:00,2025-08-15,8,Friday,10,rap
Gunna,sakpase,The Last Wun,2025-08-15 10:50:00,2025-08-15,8,Friday,10,rap
Gunna,GP,The Last Wun,2025-08-15 10:48:00,2025-08-15,8,Friday,10,rap
Gunna,just say dat,The Last Wun,2025-08-15 10:46:00,2025-08-15,8,Friday,10,rap
Gunna,many nights,The Last Wun,2025-08-15 10:22:00,2025-08-15,8,Friday,10,rap
Gunna,let that sink in,The Last Wun,2025-08-15 10:22:00,2025-08-15,8,Friday,10,rap
дора,Автопилот,Miss,2025-08-15 09:32:00,2025-08-15,8,Friday,9,russian
Aarne,NBA 300 - outro,AA LANGUAGE,2025-08-15 09:30:00,2025-08-15,8,Friday,9,russian
Playboi Carti,OLYMPIAN,Music,2025-08-15 09:29:00,2025-08-15,8,Friday,9,digicore
Платина,Вопросов нету,SOSA MUZIK,2025-08-14 20:35:00,2025-08-14,8,Thursday,20,trap
Loco Loco,It burns! burns! burns!,Planet Loco,2025-08-14 20:33:00,2025-08-14,8,Thursday,20,dance
Платина,Гоблин - Bonus,Платина,2025-08-14 20:33:00,2025-08-14,8,Thursday,20,trap
Playboi Carti,HBA,Music,2025-08-14 18:58:00,2025-08-14,8,Thursday,18,trap
Polo G,Pop Out (feat. Lil Tjay),Die A Legend,2025-08-14 18:54:00,2025-08-14,8,Thursday,18,trap
AQUAKEY,FUCK REHAB,ROUND DANCE OF DEATH,2025-08-14 18:51:00,2025-08-14,8,Thursday,18,rage
FORTUNA 812,intronett,basedgod,2025-08-14 18:46:00,2025-08-14,8,Thursday,18,russian
Lil Peep,absolute in doubt,crybaby,2025-08-14 18:43:00,2025-08-14,8,Thursday,18,rap
Saluki,BEACH ROCK,BEACH ROCK HOTEL,2025-08-14 18:39:00,2025-08-14,8,Thursday,18,hip-hop
Aarne,Мечты,Aa Language 2,2025-08-14 18:38:00,2025-08-14,8,Thursday,18,russian
SEREBRO,Kiss,СИЛА ТРЁХ,2025-08-14 18:34:00,2025-08-14,8,Thursday,18,pop
Платина,Бро,Бро,2025-08-14 18:28:00,2025-08-14,8,Thursday,18,trap
LDRR,Cuando se te moja la tarea 2,Cuando se te moja la tarea 2,2025-08-14 18:25:00,2025-08-14,8,Thursday,18,mexico
Sapfir,BOUNCE FUNK,BOUNCE FUNK,2025-08-14 18:23:00,2025-08-14,8,Thursday,18,russian
LYU,Faz de Chicote,Faz de Chicote,2025-08-14 18:21:00,2025-08-14,8,Thursday,18,pop punk
SCHWVFTY,JOGO MORTO - Slowed,JOGO MORTO,2025-08-14 18:19:00,2025-08-14,8,Thursday,18,
LXNGVX,BRUXO FANTASMA,BRUXO FANTASMA,2025-08-14 18:18:00,2025-08-14,8,Thursday,18,phonk
Bibi Babydoll,Automotivo Bibi Fogosa,Automotivo Bibi Fogosa,2025-08-14 18:16:00,2025-08-14,8,Thursday,18,avant-garde
FR3ST,EL QUE LA DEBE FUNK - SLOWED,EL QUE LA DEBE FUNK,2025-08-14 18:14:00,2025-08-14,8,Thursday,18,brazil
vtze archive,MONTAGEM DIAMANTE ROSA - SLOWED,MONTAGEM DIAMANTE ROSA,2025-08-14 18:13:00,2025-08-14,8,Thursday,18,
DJ FNK,Slide da treme melódica v2,Slide da Treme Melódica v2,2025-08-14 18:11:00,2025-08-14,8,Thursday,18,
Tsk.4,MONTAGEM GREEN RENITCH V1 - Edit Version,MONTAGEM GREEN RENITCH V1,2025-08-14 18:09:00,2025-08-14,8,Thursday,18,
MXZI,MONTAGEM TOMADA,MONTAGEM TOMADA,2025-08-14 18:07:00,2025-08-14,8,Thursday,18,phonk
ogryzek,GLORY,GLORY,2025-08-14 18:05:00,2025-08-14,8,Thursday,18,polish
Elven Dior,NITE,NITE,2025-08-14 18:03:00,2025-08-14,8,Thursday,18,phonk
DJ RICK 013,Montagem sombra estelar 1.0,Montagem sombra estelar 1.0,2025-08-14 18:01:00,2025-08-14,8,Thursday,18,brazil
PXLWYSE,Eu Sento Gabu!,Eu Sento Gabu!,2025-08-14 18:00:00,2025-08-14,8,Thursday,18,brazil
HISTED,MASHA ULTRAFUNK,MASHA ULTRAFUNK,2025-08-14 17:57:00,2025-08-14,8,Thursday,17,electronic
NAKAMA,DIA DELÍCIA,DIA DELÍCIA,2025-08-14 17:56:00,2025-08-14,8,Thursday,17,japanese
gxmz,RITMO DE VERAO - SLOWED,RITMO DE VERAO,2025-08-14 17:54:00,2025-08-14,8,Thursday,17,
Платина,Бейби,Платина,2025-08-14 17:14:00,2025-08-14,8,Thursday,17,trap
Платина,Твой любимый репер,Платина,2025-08-14 17:12:00,2025-08-14,8,Thursday,17,trap
Платина,Последнее свидание,Платина,2025-08-14 17:09:00,2025-08-14,8,Thursday,17,trap
Платина,Одна,Платина,2025-08-14 17:07:00,2025-08-14,8,Thursday,17,trap
Платина,Гринч,Платина,2025-08-14 17:05:00,2025-08-14,8,Thursday,17,trap
Платина,Грязный тип (Бомжи),Платина,2025-08-14 17:01:00,2025-08-14,8,Thursday,17,trap
Платина,Бритни Спирс,Платина,2025-08-14 16:59:00,2025-08-14,8,Thursday,16,trap
Платина,Плывут,Платина,2025-08-14 16:56:00,2025-08-14,8,Thursday,16,trap
Платина,Баленсиага парень (Боттега Бой),Платина,2025-08-14 16:54:00,2025-08-14,8,Thursday,16,trap
Платина,В темноте,Платина,2025-08-14 16:40:00,2025-08-14,8,Thursday,16,trap
Платина,Виновата сама..,Платина,2025-08-14 16:38:00,2025-08-14,8,Thursday,16,trap
Платина,Я поверил ей..,Платина,2025-08-14 16:35:00,2025-08-14,8,Thursday,16,trap
Платина,Та самая..,Платина,2025-08-14 16:33:00,2025-08-14,8,Thursday,16,trap
Платина,"У меня свег, у меня стиль",Платина,2025-08-14 16:31:00,2025-08-14,8,Thursday,16,trap
Платина,Самый свежий на бите,Платина,2025-08-14 16:28:00,2025-08-14,8,Thursday,16,trap
Платина,Бетховен,Платина,2025-08-14 16:24:00,2025-08-14,8,Thursday,16,trap
Платина,Бассок,Платина,2025-08-14 16:21:00,2025-08-14,8,Thursday,16,trap
Платина,ХТТ,Платина,2025-08-14 16:19:00,2025-08-14,8,Thursday,16,trap
Алина Камалян,Блинчики,Музыкальные развивайки с Плюхом. Супердискотека для детей,2025-08-14 16:16:00,2025-08-14,8,Thursday,16,
Тёма,Блины,Блины,2025-08-14 16:15:00,2025-08-14,8,Thursday,16,
Kai Angel,LIPSTICK,HEAVY METAL,2025-08-14 16:13:00,2025-08-14,8,Thursday,16,govno
Ludwig van Beethoven,"Bagatelle in A Minor, WoO 59, ""Für Elise""","Beethoven Masterpieces, Vols. 1-5",2025-08-14 16:06:00,2025-08-14,8,Thursday,16,classical
Ludwig van Beethoven,"Bagatelle No. 25 in A minor, WoO 59 ""Für Elise""","Für Elise, Bagatelle No. 25 in A Minor, WoO 59",2025-08-14 16:03:00,2025-08-14,8,Thursday,16,classical
Леонид Агутин,На сиреневой луне,Леонид Агутин,2025-08-14 15:55:00,2025-08-14,8,Thursday,15,pop
Kansas,Dust in the Wind,Bikers Best,2025-08-14 15:51:00,2025-08-14,8,Thursday,15,classic rock
The Shiffers,Body Down,The Incredible Soundtrack Adventure,2025-08-14 15:48:00,2025-08-14,8,Thursday,15,lounge
The Minions,Papaya - Vaya Papayas,Papaya (Vaya Papayas),2025-08-14 15:46:00,2025-08-14,8,Thursday,15,soundtrack
The Minions,Papaya - Vaya Papayas,Papaya (Vaya Papayas),2025-08-14 15:43:00,2025-08-14,8,Thursday,15,soundtrack
The Minions,Cecilia - From 'Minions: The Rise of Gru' Soundtrack,Cecilia (From 'Minions: The Rise of Gru' Soundtrack),2025-08-14 15:41:00,2025-08-14,8,Thursday,15,soundtrack
The Minions,Tiki Tiki Babeloo,Despicable Me 3 (Original Motion Picture Soundtrack),2025-08-14 15:40:00,2025-08-14,8,Thursday,15,soundtrack
The Minions,Another Irish Drinking Song,Despicable Me 2 (Original Motion Picture Soundtrack),2025-08-14 15:39:00,2025-08-14,8,Thursday,15,soundtrack
The Minions,Bad Gru Rising,Minions: The Rise of Gru (Original Motion Picture Score),2025-08-14 15:38:00,2025-08-14,8,Thursday,15,soundtrack
The Minions,Malatikalano Polatina,Despicable Me 3 (Original Motion Picture Soundtrack),2025-08-14 15:38:00,2025-08-14,8,Thursday,15,soundtrack
The Minions,Hair,Minions (Original Motion Picture Soundtrack),2025-08-14 15:37:00,2025-08-14,8,Thursday,15,soundtrack
The Minions,I Swear,Despicable Me 2 (Original Motion Picture Soundtrack),2025-08-14 15:35:00,2025-08-14,8,Thursday,15,soundtrack
The Minions,Papa Mama Loca Pipa,Despicable Me 3 (Original Motion Picture Soundtrack),2025-08-14 15:34:00,2025-08-14,8,Thursday,15,soundtrack
The Minions,Universal Fanfare,Minions (Original Motion Picture Soundtrack),2025-08-14 15:33:00,2025-08-14,8,Thursday,15,soundtrack
The Minions,Y.M.C.A.,Despicable Me 2 (Original Motion Picture Soundtrack),2025-08-14 15:30:00,2025-08-14,8,Thursday,15,soundtrack
The Minions,Papaya - Vaya Papayas,Papaya (Vaya Papayas),2025-08-14 15:27:00,2025-08-14,8,Thursday,15,soundtrack
Michael Giacchino,Mission: Impossible Theme,Mission: Impossible III (Music from the Original Motion Picture Soundtrack),2025-08-14 15:26:00,2025-08-14,8,Thursday,15,soundtrack
Michael Giacchino,Mission: Impossible Theme,Mission: Impossible III (Music from the Original Motion Picture Soundtrack),2025-08-14 15:25:00,2025-08-14,8,Thursday,15,soundtrack
Michael Giacchino,Mission: Impossible Theme,Mission: Impossible III (Music from the Original Motion Picture Soundtrack),2025-08-14 15:24:00,2025-08-14,8,Thursday,15,soundtrack
Платина,НЕО,НЕО,2025-08-14 14:29:00,2025-08-14,8,Thursday,14,trap
fallen777angel,гладиатор/рыцарь,glory of heartbroken,2025-08-13 19:28:00,2025-08-13,8,Wednesday,19,hip-hop
Ivan Dorn,Стыцамэн - Live,Jazzy Funky Dorn (Live),2025-08-13 19:27:00,2025-08-13,8,Wednesday,19,pop
April Stevens,Teach Me Tiger,Pure Easy,2025-08-13 16:19:00,2025-08-13,8,Wednesday,16,female vocalists
Supergrass,Alright - 2015 Remaster,Kids Party,2025-08-13 16:16:00,2025-08-13,8,Wednesday,16,britpop
Andrew Strong,Ain't No Mountain High Enough,Out of Time,2025-08-13 16:13:00,2025-08-13,8,Wednesday,16,soul
Radio Orchestra Berlin,In The Hall Of The Mountain King,100 Essential Classical Moments - The Greatest Classical Collection Ever Made!,2025-08-13 16:04:00,2025-08-13,8,Wednesday,16,classical peppermint
Alma Cogan,"Don't You Know, Yockomo?",The Girl With A Laugh In Her Voice,2025-08-13 16:01:00,2025-08-13,8,Wednesday,16,female vocalists
Ivan Dorn,СЖК - Apollo Monkeys Remix,Осень в душе,2025-08-13 15:57:00,2025-08-13,8,Wednesday,15,pop
Nina Simone,"Ain't Got No - I Got Life (From the musical production ""Hair"")",'Nuff Said (Expanded Edition),2025-08-13 15:50:00,2025-08-13,8,Wednesday,15,jazz
Bob Dylan,Knockin' on Heaven's Door,Pat Garrett & Billy the Kid (Soundtrack from the Motion Picture),2025-08-13 15:48:00,2025-08-13,8,Wednesday,15,classic rock
Alma Cogan,Twenty Tiny Fingers,The Girl With A Laugh In Her Voice,2025-08-13 15:42:00,2025-08-13,8,Wednesday,15,female vocalists
163Onmyneck,Салат,ОЙКУМЕНА 2,2025-08-13 15:42:00,2025-08-13,8,Wednesday,15,hip-hop
OK Go,Here It Goes Again,Oh No,2025-08-13 15:39:00,2025-08-13,8,Wednesday,15,indie
The Cat Empire,The Lost Song,The Cat Empire,2025-08-13 15:34:00,2025-08-13,8,Wednesday,15,ska
Yung Trappa,MDMA,MDMA,2025-08-13 14:38:00,2025-08-13,8,Wednesday,14,trap
Yung Trappa,MDMA,MDMA,2025-08-13 14:34:00,2025-08-13,8,Wednesday,14,trap
Yung Trappa,MDMA,MDMA,2025-08-13 13:21:00,2025-08-13,8,Wednesday,13,trap
Yung Trappa,MDMA,MDMA,2025-08-13 13:17:00,2025-08-13,8,Wednesday,13,trap
Yung Trappa,MDMA,MDMA,2025-08-13 13:12:00,2025-08-13,8,Wednesday,13,trap
Yung Trappa,MDMA,MDMA,2025-08-13 13:08:00,2025-08-13,8,Wednesday,13,trap
Yung Trappa,С головой,Сборник синглов,2025-08-13 12:58:00,2025-08-13,8,Wednesday,12,trap
Yung Trappa,MDMA,MDMA,2025-08-13 12:54:00,2025-08-13,8,Wednesday,12,trap
Платина,Иней!,Рнб клуб,2025-08-13 11:57:00,2025-08-13,8,Wednesday,11,trap
NAKAMA,DIA DELÍCIA,DIA DELÍCIA,2025-08-12 18:14:00,2025-08-12,8,Tuesday,18,japanese
Платина,Бро,Бро,2025-08-12 12:02:00,2025-08-12,8,Tuesday,12,trap
163Onmyneck,Салат,ОЙКУМЕНА 2,2025-08-12 11:51:00,2025-08-12,8,Tuesday,11,hip-hop
163Onmyneck,50К Котлы,ОЙКУМЕНА 2,2025-08-12 11:50:00,2025-08-12,8,Tuesday,11,hip-hop
Lil Peep,haunt u,LIVE FOREVER,2025-08-12 11:48:00,2025-08-12,8,Tuesday,11,cloud rap
Lil Peep,castles,Castles,2025-08-12 11:44:00,2025-08-12,8,Tuesday,11,emo rap
Lil Peep,the song they played (when i crashed into the wall),HELLBOY,2025-08-12 11:41:00,2025-08-12,8,Tuesday,11,cloud rap
Lil Peep,Moving On,Goth Angel Sinner,2025-08-12 11:38:00,2025-08-12,8,Tuesday,11,cloud rap
Lil Peep,white tee,crybaby,2025-08-12 11:36:00,2025-08-12,8,Tuesday,11,cloud rap
Trippie Redd,Miss The Rage,Miss The Rage (feat. Playboi Carti),2025-08-12 11:28:00,2025-08-12,8,Tuesday,11,pop rap
Kanye West,Follow God,JESUS IS KING,2025-08-12 11:25:00,2025-08-12,8,Tuesday,11,rap
Big Baby Tape,Konichiwa (feat. Boulevard Depo),Dragonborn,2025-08-12 11:22:00,2025-08-12,8,Tuesday,11,trap
Martin Garrix,Animals,Animals,2025-08-12 11:17:00,2025-08-12,8,Tuesday,11,house
Skrillex,Kyoto (feat. Sirah),Bangarang EP,2025-08-12 11:15:00,2025-08-12,8,Tuesday,11,dubstep
Skrillex,Bangarang (feat. Sirah),Bangarang EP,2025-08-12 11:11:00,2025-08-12,8,Tuesday,11,dubstep
9mice,Phoenix,Heavy Metal 2,2025-08-12 11:08:00,2025-08-12,8,Tuesday,11,hip-hop
6YNTHMANE,FINA LANA,FINA LANA,2025-08-12 11:06:00,2025-08-12,8,Tuesday,11,hip-hop
ATLXS,PASSO BEM SOLTO - Slowed,PASSO BEM SOLTO,2025-08-12 11:05:00,2025-08-12,8,Tuesday,11,phonk
S3BZS,MONTAGEM - PR FUNK,MONTAGEM - PR FUNK,2025-08-12 11:03:00,2025-08-12,8,Tuesday,11,electronic
RD12,Se Paciente Funk,Se Paciente Funk,2025-08-12 11:01:00,2025-08-12,8,Tuesday,11,
TRXVELER,TREINAMENTO DE FORÇA,TREINAMENTO DE FORÇA,2025-08-12 11:01:00,2025-08-12,8,Tuesday,11,
RD12,Se Paciente Funk,Se Paciente Funk,2025-08-12 11:00:00,2025-08-12,8,Tuesday,11,
Kordhell,Murder In My Mind,Murder In My Mind,2025-08-12 10:58:00,2025-08-12,8,Tuesday,10,drift phonk
UdieNnx,VISION,UDISTRUCT,2025-08-12 10:57:00,2025-08-12,8,Tuesday,10,
TRASHXRL,Sequência da Dz7,Sequência da Dz7,2025-08-12 10:54:00,2025-08-12,8,Tuesday,10,in english
DJ Rio,AUTOMOTIVO PA PA PAPAI - Slowed,AUTOMOTIVO PA PA PAPAI,2025-08-12 10:53:00,2025-08-12,8,Tuesday,10,brazil
SXID,Funk of Galáctico,Funk of Galáctico,2025-08-12 10:53:00,2025-08-12,8,Tuesday,10,german
DJ Rio,AUTOMOTIVO PA PA PAPAI - Slowed,AUTOMOTIVO PA PA PAPAI,2025-08-12 10:52:00,2025-08-12,8,Tuesday,10,brazil
InterWorld,METAMORPHOSIS,METAMORPHOSIS,2025-08-12 10:49:00,2025-08-12,8,Tuesday,10,mid
Eternxlkz,SLAY!,SLAY!,2025-08-12 10:47:00,2025-08-12,8,Tuesday,10,kazakhstan
S4nri0,MAZKO,MAZKO,2025-08-12 10:46:00,2025-08-12,8,Tuesday,10,phonk
XXANTERIA,BAIXO,BAIXO,2025-08-12 10:44:00,2025-08-12,8,Tuesday,10,usa
Eternxlkz,BRODYAGA FUNK,BRODYAGA FUNK,2025-08-12 10:42:00,2025-08-12,8,Tuesday,10,kazakhstan
Dj Robe,REAL MOONSHINE FUNK - Super Slowed,REAL MOONSHINE FUNK,2025-08-12 10:40:00,2025-08-12,8,Tuesday,10,
ariis,Montagem Solar Atmosfera,Montagem Solar Atmosfera,2025-08-12 10:38:00,2025-08-12,8,Tuesday,10,funk
NXGHT!,ESPAÇO LIMINAL,ESPAÇO LIMINAL,2025-08-12 10:36:00,2025-08-12,8,Tuesday,10,electronic
MXCCREE,X-TALI,X-TALI,2025-08-12 10:35:00,2025-08-12,8,Tuesday,10,
2ke,X-SLIDE,X-SLIDE,2025-08-12 10:33:00,2025-08-12,8,Tuesday,10,brazil
SCHWVFTY,JOGO MORTO - Slowed,JOGO MORTO,2025-08-12 10:31:00,2025-08-12,8,Tuesday,10,
MXZI,MONTAGEM TOMADA,MONTAGEM TOMADA,2025-08-12 10:29:00,2025-08-12,8,Tuesday,10,phonk
Chris Travis,World Pain,Never Forget,2025-08-12 10:17:00,2025-08-12,8,Tuesday,10,cloud rap
Платина,Бро,Бро,2025-08-11 20:50:00,2025-08-11,8,Monday,20,trap
lil krystalll,Патек,NO LABEL,2025-08-11 20:46:00,2025-08-11,8,Monday,20,russian
lil krystalll,тик так,NO LABEL,2025-08-11 20:43:00,2025-08-11,8,Monday,20,russian
lil krystalll,тик так,NO LABEL,2025-08-11 20:41:00,2025-08-11,8,Monday,20,russian
дора,Дежавю,LOVESONGS,2025-08-11 16:25:00,2025-08-11,8,Monday,16,russian
Macan,Брат,Брат,2025-08-11 16:22:00,2025-08-11,8,Monday,16,hip-hop
Платина,Бро,Бро,2025-08-11 16:20:00,2025-08-11,8,Monday,16,trap
Flam1nGo,O’block 116,F1AM1N6O VS,2025-08-11 16:18:00,2025-08-11,8,Monday,16,
Платина,Бро,Бро,2025-08-11 14:31:00,2025-08-11,8,Monday,14,trap
Платина,Санта Клаус,Опиаты Круг,2025-08-11 12:28:00,2025-08-11,8,Monday,12,trap
Платина,Как в первый раз,Опиаты Круг,2025-08-11 12:26:00,2025-08-11,8,Monday,12,trap
Платина,НЕО,НЕО,2025-08-11 12:22:00,2025-08-11,8,Monday,12,trap
Платина,Групи,Сладких Снов,2025-08-11 12:22:00,2025-08-11,8,Monday,12,trap
Платина,Сан Ларан,Сан Ларан,2025-08-11 12:17:00,2025-08-11,8,Monday,12,trap
Big Baby Tape,EDM,PEEKABOO,2025-08-11 12:14:00,2025-08-11,8,Monday,12,trap
Платина,Бассок,Платина,2025-08-11 12:04:00,2025-08-11,8,Monday,12,trap
Платина,Бро,Бро,2025-08-11 12:00:00,2025-08-11,8,Monday,12,trap
Платина,Завидуют,Платина,2025-08-11 11:57:00,2025-08-11,8,Monday,11,trap
Платина,Завидуют,Платина,2025-08-11 11:56:00,2025-08-11,8,Monday,11,trap
Платина,НЕО,НЕО,2025-08-10 23:26:00,2025-08-10,8,Sunday,23,trap
Basta,CHP,Basta / Guf,2025-08-10 12:35:00,2025-08-10,8,Sunday,12,a cappella
Платина,Бро,Бро,2025-08-09 20:37:00,2025-08-09,8,Saturday,20,trap
A$AP Rocky,Sundress,Sundress,2025-08-09 16:12:00,2025-08-09,8,Saturday,16,psychedelic pop
Deftones,Xerces,Saturday Night Wrist,2025-08-09 16:09:00,2025-08-09,8,Saturday,16,alternative rock
A$AP Rocky,I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),2025-08-09 16:06:00,2025-08-09,8,Saturday,16,rap
Lil Peep,crybaby,crybaby,2025-08-09 12:15:00,2025-08-09,8,Saturday,12,cloud rap
Lil Peep,yesterday,crybaby,2025-08-09 12:10:00,2025-08-09,8,Saturday,12,cloud rap
Lil Peep,absolute in doubt,crybaby,2025-08-09 12:08:00,2025-08-09,8,Saturday,12,rap
Lil Peep,"skyscrapers (love now, cry later)",crybaby,2025-08-09 12:04:00,2025-08-09,8,Saturday,12,cloud rap
Платина,Бро,Бро,2025-08-09 12:02:00,2025-08-09,8,Saturday,12,trap
Lil Peep,castles,Castles,2025-08-09 11:50:00,2025-08-09,8,Saturday,11,emo rap
Lil Peep,Your Favorite Dress,CASTLES II,2025-08-09 11:50:00,2025-08-09,8,Saturday,11,emo rap
Lil Peep,Star Shopping,star shopping,2025-08-09 11:50:00,2025-08-09,8,Saturday,11,dream pop
Lil Peep,nuts,LIVE FOREVER,2025-08-09 11:50:00,2025-08-09,8,Saturday,11,rock
Lil Peep,Beamer Boy,Beamer Boy,2025-08-09 11:50:00,2025-08-09,8,Saturday,11,cloud rap
Lil Peep,white tee,crybaby,2025-08-09 11:50:00,2025-08-09,8,Saturday,11,cloud rap
Lil Peep,witchblades,CASTLES II,2025-08-09 11:50:00,2025-08-09,8,Saturday,11,emo rap
Freddie Gibbs,Gas Station Sushi,Alfredo 2,2025-08-09 11:50:00,2025-08-09,8,Saturday,11,hip-hop
Freddie Gibbs,Jean Claude,Alfredo 2,2025-08-09 11:50:00,2025-08-09,8,Saturday,11,hip-hop
Guf,Ураган (feat. V $ X V PRiNCE),"Дом, который построил Алик",2025-08-09 11:50:00,2025-08-09,8,Saturday,11,russian rap
Freddie Gibbs,I Still Love H.E.R.,Alfredo 2,2025-08-09 11:50:00,2025-08-09,8,Saturday,11,hip-hop
Freddie Gibbs,Shangri La,Alfredo 2,2025-08-09 11:50:00,2025-08-09,8,Saturday,11,hip-hop
Metro Zu,Buddha Therapy,Buddha Therapy,2025-08-09 11:50:00,2025-08-09,8,Saturday,11,hip-hop
Metro Zu,Now N Later Kush,Buddha Therapy,2025-08-09 11:50:00,2025-08-09,8,Saturday,11,hip-hop
Guf,Кто как играет,Город дорог,2025-08-09 11:50:00,2025-08-09,8,Saturday,11,russian rap
Lil Peep,Star Shopping,star shopping,2025-08-09 11:50:00,2025-08-09,8,Saturday,11,dream pop
Lil Peep,nuts,LIVE FOREVER,2025-08-09 11:50:00,2025-08-09,8,Saturday,11,rock
Lil Peep,Save That Shit,"Come Over When You're Sober, Pt. 1",2025-08-09 11:50:00,2025-08-09,8,Saturday,11,hip-hop
OG Buda,Wildways (Ко Дну),SZN,2025-08-09 11:50:00,2025-08-09,8,Saturday,11,hip-hop
Lil Peep,Beamer Boy,Beamer Boy,2025-08-09 11:50:00,2025-08-09,8,Saturday,11,cloud rap
Lil Peep,white tee,crybaby,2025-08-09 11:50:00,2025-08-09,8,Saturday,11,cloud rap
Lil Peep,Your Favorite Dress,CASTLES II,2025-08-09 11:50:00,2025-08-09,8,Saturday,11,emo rap
Lil Peep,witchblades,CASTLES II,2025-08-09 10:39:00,2025-08-09,8,Saturday,10,emo rap
Lil Peep,castles,Castles,2025-08-09 10:37:00,2025-08-09,8,Saturday,10,emo rap
Guf,Ураган (feat. V $ X V PRiNCE),"Дом, который построил Алик",2025-08-09 10:34:00,2025-08-09,8,Saturday,10,russian rap
Lil Peep,Benz Truck (гелик),"Come Over When You're Sober, Pt. 1",2025-08-09 10:19:00,2025-08-09,8,Saturday,10,hip-hop
Lil Peep,crybaby,crybaby,2025-08-09 10:14:00,2025-08-09,8,Saturday,10,cloud rap
Lil Peep,yesterday,crybaby,2025-08-09 09:51:00,2025-08-09,8,Saturday,9,cloud rap
Lil Peep,absolute in doubt,crybaby,2025-08-09 09:47:00,2025-08-09,8,Saturday,9,rap
Lil Peep,ghost girl,crybaby,2025-08-09 09:44:00,2025-08-09,8,Saturday,9,cloud rap
Lil Peep,"skyscrapers (love now, cry later)",crybaby,2025-08-09 09:41:00,2025-08-09,8,Saturday,9,cloud rap
Платина,Бро,Бро,2025-08-09 08:20:00,2025-08-09,8,Saturday,8,trap
Lil Peep,yesterday,crybaby,2025-08-09 07:38:00,2025-08-09,8,Saturday,7,cloud rap
Lil Peep,absolute in doubt,crybaby,2025-08-09 07:35:00,2025-08-09,8,Saturday,7,rap
Lil Peep,ghost girl,crybaby,2025-08-09 06:35:00,2025-08-09,8,Saturday,6,cloud rap
Lil Peep,"skyscrapers (love now, cry later)",crybaby,2025-08-09 06:33:00,2025-08-09,8,Saturday,6,cloud rap
Платина,Бро,Бро,2025-08-09 06:30:00,2025-08-09,8,Saturday,6,trap
AQUAKEY,WHERE IS MY SPRITE?,HEDON1SMCEO,2025-08-09 06:24:00,2025-08-09,8,Saturday,6,rage
AQUAKEY,CARE,HEDON1SMCEO,2025-08-09 06:18:00,2025-08-09,8,Saturday,6,rage
AQUAKEY,BARCELONA BIRDS,HEDON1SMCEO,2025-08-09 06:14:00,2025-08-09,8,Saturday,6,rage
AQUAKEY,OLD NOKIA,HEDON1SMCEO,2025-08-09 06:11:00,2025-08-09,8,Saturday,6,rage
AQUAKEY,NIGHTMARES,HEDON1SMCEO,2025-08-09 05:59:00,2025-08-09,8,Saturday,5,rage
AQUAKEY,MADNESS,HEDON1SMCEO,2025-08-09 05:57:00,2025-08-09,8,Saturday,5,rage
